title,director_name,duration,gross,num_voted_users,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_fb_likes
Bowfinger,Frank Oz,85,66365290,56874,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,358,55000000,1999,6.4,1.37,0
Stargate SG-1,,44,,63982,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1,181,1400000,,8.4,1.33,0
Kill Bill: Vol. 2,Quentin Tarantino,137,66207920,512749,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,935,30000000,2004,8,2.35,0
Tango & Cash,Andrey Konchalovskiy,97,63408614,75365,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,149,55000000,1989,6.3,2.35,0
Death Becomes Her,Robert Zemeckis,104,58422650,78974,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,173,55000000,1992,6.4,1.85,8000
Shanghai Noon,Tom Dey,110,56932305,96690,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,293,55000000,2000,6.6,2.35,0
Executive Decision,Stuart Baird,133,68750000,40858,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,144,55000000,1996,6.4,2.35,0
Mr. Popper's Penguins,Mark Waters,94,68218041,67191,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,55000000,2011,6,1.85,14000
The Forbidden Kingdom,Rob Minkoff,104,25040293,88049,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,279,55000000,2008,6.6,2.35,0
Free Birds,Jimmy Hayward,91,55747724,18042,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,73,55000000,2013,5.9,1.85,0
Alien 3,David Fincher,145,55473600,207686,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,776,50000000,1992,6.4,2.35,0
Evita,Alan Parker,135,49994804,29205,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,194,55000000,1996,6.3,2.35,0
Ronin,John Frankenheimer,122,41609593,145422,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,572,55000000,1998,7.3,2.35,0
The Ghost and the Darkness,Stephen Hopkins,110,38553833,46239,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,155,55000000,1996,6.8,2.35,0
Paddington,Paul King,95,76137505,49207,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,174,55000000,2014,7.2,2.35,30000
The Watch,Akiva Schaffer,102,34350553,104066,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207,68000000,2012,5.7,2.35,15000
The Hunted,William Friedkin,94,34238611,35830,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,321,55000000,2003,6,1.85,0
Instinct,Jon Turteltaub,126,34098563,27191,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,232,55000000,1999,6.5,2.35,0
Stuck on You,Bobby Farrelly,118,33828318,44453,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,154,55000000,2003,5.8,2.35,0
Semi-Pro,Kent Alterman,99,33472850,67005,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,119,55000000,2008,5.8,2.35,0
The Pirates! Band of Misfits,Peter Lord,88,31051126,36877,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101,55000000,2012,6.7,2.35,0
Changeling,Clint Eastwood,141,35707327,199056,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,387,55000000,2008,7.8,2.35,14000
Chain Reaction,Andrew Davis,107,20550712,40346,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,95,50000000,1996,5.6,1.85,1000
The Fan,Tony Scott,116,18573791,38533,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,89,55000000,1996,5.8,2.35,0
The Phantom of the Opera,Joel Schumacher,143,51225796,96654,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,2047,70000000,2004,7.4,2.35,0
Elizabeth: The Golden Age,Shekhar Kapur,114,16264475,54787,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,216,55000000,2007,6.9,1.85,0
Æon Flux,Karyn Kusama,93,25857987,110614,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,532,62000000,2005,5.5,2.35,0
Gods and Generals,Ron Maxwell,280,12870569,13215,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,497,56000000,2003,6.3,2.35,953
Turbulence,Robert Butler,100,11466088,8983,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,84,71000000,1997,4.7,2.35,316
Imagine That,Karey Kirkpatrick,107,16088610,10417,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,39,55000000,2009,5.6,2.35,610
Muppets Most Wanted,James Bobin,119,51178893,24285,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,110,50000000,2014,6.4,1.85,10000
Thunderbirds,Jonathan Frakes,95,6768055,11148,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,229,57000000,2004,4.2,1.85,437
Burlesque,Steve Antin,119,39440655,61680,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,222,55000000,2010,6.4,2.35,19000
A Very Long Engagement,Jean-Pierre Jeunet,133,6167817,62607,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,239,47000000,2004,7.7,2.35,0
Lolita,Stanley Kubrick,152,,67822,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,207,2000000,1962,7.7,1.66,0
Eye See You,Jim Gillespie,96,,19706,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1,142,55000000,2002,5.3,2.35,448
Blade II,Guillermo del Toro,117,81645152,158267,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,559,54000000,2002,6.7,1.85,0
Seven Pounds,Gabriele Muccino,123,69951824,232710,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,599,55000000,2008,7.7,2.35,26000
Bullet to the Head,Walter Hill,92,9483821,39247,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,131,55000000,2012,5.7,1.85,10000
The Godfather: Part III,Francis Ford Coppola,170,66676062,267980,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,545,54000000,1990,7.6,1.85,0
Elizabethtown,Cameron Crowe,123,26838389,58658,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,495,57000000,2005,6.4,1.85,0
"You, Me and Dupree",Anthony Russo,110,75604320,68417,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,195,54000000,2006,5.6,1.85,0
Superman II,Richard Lester,116,108200000,76331,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,269,54000000,1980,6.8,2.35,0
Gigli,Martin Brest,121,5660084,41620,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,418,54000000,2003,2.4,2.35,2000
All the King's Men,Steven Zaillian,128,7221458,20740,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,178,55000000,2006,6.2,1.85,0
Shaft,John Singleton,99,70327868,58416,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,301,46000000,2000,5.9,2.35,0
Anastasia,Don Bluth,94,58297830,86347,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,191,50000000,1997,7.1,2.35,0
Moulin Rouge!,Baz Luhrmann,127,57386369,224013,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,2319,52500000,2001,7.6,2.35,10000
Domestic Disturbance,Harold Becker,89,45207112,21283,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,190,53000000,2001,5.5,2.35,361
Black Mass,Scott Cooper,123,62563543,115216,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,289,53000000,2015,7,2.35,44000
Flags of Our Fathers,Clint Eastwood,135,33574332,101221,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,415,90000000,2006,7.1,2.35,0
Law Abiding Citizen,F. Gary Gray,118,73343413,217480,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,429,50000000,2009,7.4,2.35,21000
Grindhouse,Robert Rodriguez,189,25031037,155496,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,532,53000000,2007,7.6,2.35,0
Beloved,Jonathan Demme,172,22843047,6082,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,207,55000000,1998,5.9,1.85,853
Lucky You,Curtis Hanson,124,5755286,18310,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,63,55000000,2007,5.9,2.35,672
Catch Me If You Can,Steven Spielberg,141,164435221,525801,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,667,52000000,2002,8,1.85,15000
Zero Dark Thirty,Kathryn Bigelow,157,95720716,216032,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,640,40000000,2012,7.4,1.85,39000
The Break-Up,Peyton Reed,106,118683135,102167,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,483,52000000,2006,5.8,1.85,0
Mamma Mia!,Phyllida Lloyd,108,143704210,145974,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,611,52000000,2008,6.3,2.35,10000
Valentine's Day,Garry Marshall,125,110476776,95437,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,211,52000000,2010,5.7,1.85,9000
The Dukes of Hazzard,Jay Chandrasekhar,107,80270227,66382,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,612,50000000,2005,5.1,2.35,0
The Thin Red Line,Terrence Malick,215,36385763,138941,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,1448,52000000,1998,7.6,2.35,0
The Change-Up,David Dobkin,118,37035845,136680,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,149,52000000,2011,6.4,2.35,13000
Man on the Moon,Milos Forman,118,34580635,100743,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,549,52000000,1999,7.4,2.35,0
Casino,Martin Scorsese,178,42438300,333542,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,533,52000000,1995,8.2,2.35,11000
From Paris with Love,Pierre Morel,92,23324666,97775,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,211,52000000,2010,6.5,2.35,0
Bulletproof Monk,Paul Hunter,104,23020488,42324,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,180,52000000,2003,5.5,2.35,846
"Me, Myself & Irene",Bobby Farrelly,116,90567722,185878,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,481,51000000,2000,6.5,1.85,0
Barnyard,Steve Oedekerk,90,72601713,21396,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,155,51000000,2006,5.6,1.85,605
Deck the Halls,John Whitesell,93,35092918,15740,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,,2006,4.9,1.85,1000
The Twilight Saga: New Moon,Chris Weitz,130,296623634,220758,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,919,50000000,2009,4.6,2.35,13000
Shrek,Andrew Adamson,90,267652016,467113,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1,945,60000000,2001,7.9,1.85,0
The Adjustment Bureau,George Nolfi,106,62453315,200035,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,50200000,2011,7.1,1.85,36000
Robin Hood: Prince of Thieves,Kevin Reynolds,155,165500000,145257,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,322,48000000,1991,6.9,1.85,0
Jerry Maguire,Cameron Crowe,139,153620822,189923,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,318,50000000,1996,7.3,1.85,0
Ted,Seth MacFarlane,112,218628680,471644,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,623,50000000,2012,7,1.85,74000
As Good as It Gets,James L. Brooks,139,147637474,224671,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,470,50000000,1997,7.7,1.85,11000
Patch Adams,Tom Shadyac,115,135014968,80580,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,375,50000000,1998,6.7,2.35,0
Anchorman 2: The Legend Continues,Adam McKay,143,2175312,131227,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,346,50000000,2013,6.3,2.35,41000
Mr. Deeds,Steven Brill,96,126203320,110432,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,309,50000000,2002,5.8,1.85,0
Super 8,J.J. Abrams,112,126975169,287822,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,50000000,2011,7.1,2.35,37000
Erin Brockovich,Steven Soderbergh,131,125548685,135246,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,498,52000000,2000,7.3,1.85,0
How to Lose a Guy in 10 Days,Donald Petrie,116,105807520,156717,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1,357,50000000,2003,6.4,1.85,0
22 Jump Street,Phil Lord,112,191616238,258186,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,322,50000000,2014,7.1,2.35,24000
Interview with the Vampire: The Vampire Chronicles,Neil Jordan,123,105264608,239752,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1,406,60000000,1994,7.6,1.85,11000
Yes Man,Peyton Reed,104,97680195,271691,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,243,70000000,2008,6.8,2.35,0
Central Intelligence,Rawson Marshall Thurber,107,126088877,33354,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,110,50000000,2016,6.6,2.35,10000
Stepmom,Chris Columbus,124,91030827,46482,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,252,50000000,1998,6.7,2.35,0
Daddy's Home,Sean Anders,96,150315155,54010,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,130,50000000,2015,6.1,1.85,13000
Into the Woods,Rob Marshall,125,127997349,101178,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,779,50000000,2014,6,2.39,90000
Inside Man,Spike Lee,129,88504640,273108,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,646,45000000,2006,7.6,2.35,0
Payback,Brian Helgeland,90,81517441,111368,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,394,50000000,1999,7.1,2.35,0
Congo,Frank Marshall,109,81022333,34471,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,147,50000000,1995,5,1.85,0
We Bought a Zoo,Cameron Crowe,124,75621915,111003,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1,199,,2011,7.1,1.85,22000
Knowing,Alex Proyas,121,79948113,186879,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,791,50000000,2009,6.2,2.35,0
Failure to Launch,Tom Dey,95,88658172,58412,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,242,50000000,2006,5.6,2.35,2000
The Ring Two,Hideo Nakata,128,75888270,71153,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1,560,,2005,5.4,1.85,0
"Crazy, Stupid, Love.",Glenn Ficarra,118,84244877,375456,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292,50000000,2011,7.4,2.39,44000
Garfield,Peter Hewitt,80,75367693,58961,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,232,35000000,2004,5,1.85,795
Christmas with the Kranks,Joe Roth,99,73701902,27548,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,209,60000000,2004,5.2,2.35,0
Moneyball,Bennett Miller,133,75605492,283563,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,50000000,2011,7.6,1.85,27000
Outbreak,Wolfgang Petersen,127,67823573,91176,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,130,50000000,1995,6.6,1.85,0
Non-Stop,Jaume Collet-Serra,106,91439400,200647,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,384,50000000,2014,7,2.35,24000
Race to Witch Mountain,Andy Fickman,98,67128202,43328,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,110,65000000,2009,5.7,2.35,0
V for Vendetta,James McTeigue,132,70496802,791783,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,2042,54000000,2005,8.2,2.35,48000
Shanghai Knights,David Dobkin,114,60470220,81444,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,192,50000000,2003,6.2,2.35,955
Unforgotten,,45,,1824,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1,9,,,7.9,,0
Curious George,Matthew O'Callaghan,78,58336565,12845,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,118,50000000,2006,6.6,1.85,624
Herbie Fully Loaded,Angela Robinson,101,66002004,36431,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,168,50000000,2005,4.7,1.85,1000
Don't Say a Word,Gary Fleder,113,54997476,40362,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1,248,50000000,2001,6.3,2.35,970
Hansel & Gretel: Witch Hunters,Tommy Wirkola,98,55682070,159868,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,304,50000000,2013,6.1,2.35,45000
Unfaithful,Adrian Lyne,124,52752475,63067,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,533,50000000,2002,6.7,1.85,0
I Am Number Four,D.J. Caruso,109,55092830,195043,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,329,60000000,2011,6.1,1.85,27000
Syriana,Stephen Gaghan,128,50815288,109188,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,625,50000000,2005,7,2.35,0
13 Hours,Michael Bay,144,52822418,47764,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,219,50000000,2016,7.4,2.35,44000
The Book of Life,Jorge R. Gutiérrez,95,50150619,45580,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,102,50000000,2014,7.3,2.35,18000
Firewall,Richard Loncraine,105,48745150,50170,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1,306,50000000,2006,5.8,2.35,773
Absolute Power,Clint Eastwood,121,50007168,39529,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,142,50000000,1997,6.7,2.35,1000
G.I. Jane,Ridley Scott,125,48154732,60326,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,142,50000000,1997,5.8,2.35,2000
The Game,David Fincher,129,48265581,261069,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,506,50000000,1997,7.8,2.35,25000
Silent Hill,Christophe Gans,132,46982632,172792,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,1740,50000000,2006,6.6,2.35,0
The Replacements,Howard Deutch,118,44737059,48322,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,261,50000000,2000,6.5,1.85,0
American Reunion,Jon Hurwitz,113,56724080,172112,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,181,50000000,2012,6.7,1.85,39000
The Negotiator,F. Gary Gray,140,44484065,107227,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,279,50000000,1998,7.3,2.35,3000
Into the Storm,Steven Quale,89,47553512,54101,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,210,50000000,2014,5.8,1.85,15000
Beverly Hills Cop III,John Landis,104,42610000,60293,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,114,55000000,1994,5.5,1.85,669
Gremlins 2: The New Batch,Joe Dante,106,41482207,68428,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1,148,50000000,1990,6.3,1.85,0
The Judge,David Dobkin,141,47105085,136973,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,275,50000000,2014,7.4,2.35,47000
The Peacemaker,Mimi Leder,124,41256277,46451,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,156,50000000,1997,5.9,2.35,0
Resident Evil: Apocalypse,Alexander Witt,98,50740078,151580,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,672,45000000,2004,6.2,2.35,0
Bridget Jones: The Edge of Reason,Beeban Kidron,108,40203020,74315,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,259,40000000,2004,5.9,2.35,0
Out of Time,Carl Franklin,114,40905277,45895,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,157,50000000,2003,6.5,2.35,1000
On Deadly Ground,Steven Seagal,101,38590500,17997,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,140,50000000,1994,4.4,2.35,812
The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,93,39177541,20310,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,177,50000000,2005,3.5,1.85,0
The Beach,Danny Boyle,119,39778599,176169,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,548,50000000,2000,6.6,2.35,0
Raising Helen,Garry Marshall,119,37486138,30890,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,106,50000000,2004,6,1.85,718
Ninja Assassin,James McTeigue,99,38105077,58349,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,194,40000000,2009,6.4,2.35,0
For Love of the Game,Sam Raimi,137,35168395,26034,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1,226,50000000,1999,6.5,2.35,0
A Touch of Frost,,105,,4438,http://www.imdb.com/title/tt0108967/?ref_=fn_tt_tt_1,33,,,7.8,1.33,361
Striptease,Andrew Bergman,117,32800000,34896,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,118,40000000,1996,4.3,1.85,877
Marmaduke,Tom Dey,87,33643461,11257,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,65,50000000,2010,4.2,2.35,0
Hereafter,Clint Eastwood,129,32741596,80140,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1,323,50000000,2010,6.5,2.35,16000
Murder by Numbers,Barbet Schroeder,115,31874869,43574,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,302,50000000,2002,6.1,1.85,0
Assassins,Richard Donner,132,30306268,62981,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,84,50000000,1995,6.3,1.85,0
Hannibal Rising,Peter Webber,131,27667947,86374,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1,392,50000000,2007,6.2,2.35,3000
The Story of Us,Rob Reiner,95,27067160,18404,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1,150,50000000,1999,5.9,1.85,0
The Host,Andrew Niccol,125,26616999,92461,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,347,40000000,2013,5.9,2.35,43000
Basic,John McTiernan,98,26536120,49926,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,286,50000000,2003,6.5,2.35,0
Blood Work,Clint Eastwood,110,26199517,34356,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,260,50000000,2002,6.4,2.35,705
The International,Tom Tykwer,118,25450527,80196,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,190,50000000,2009,6.5,2.35,0
Escape from L.A.,John Carpenter,101,25407250,54021,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,227,50000000,1996,5.7,2.35,0
Twisted,,60,,7945,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1,22,,,7.5,16,915
The Iron Giant,Brad Bird,90,23159305,128455,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,514,70000000,1999,8,2.35,0
The Life Aquatic with Steve Zissou,Wes Anderson,119,24006726,139535,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1,632,50000000,2004,7.3,2.35,0
Free State of Jones,Gary Ross,139,20389967,3077,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,50000000,2016,6.7,1.85,10000
The Life of David Gale,Alan Parker,130,19593740,88270,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,420,50000000,2003,7.5,2.35,0
Man of the House,Stephen Herek,100,19118247,19829,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,94,40000000,2005,5.4,2.35,779
Run All Night,Jaume Collet-Serra,114,26442251,76010,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,205,50000000,2015,6.6,2.35,15000
Eastern Promises,David Cronenberg,96,17114882,189249,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,398,25000000,2007,7.7,1.85,0
Into the Blue,John Stockwell,110,18472363,63599,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,208,50000000,2005,5.8,2.35,0
The Messenger: The Story of Joan of Arc,Luc Besson,158,14131298,55889,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1,390,390000000,1999,6.4,2.35,0
Your Highness,David Gordon Green,102,21557240,85237,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274,49900000,2011,5.6,2.35,18000
Dream House,Jim Sheridan,84,21283440,46239,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,137,55000000,2011,6,2.35,0
